31.690000	32.100000	1F
32.580000	44.870000	1F
46.130000	61.640000	1F
63.860000	99.590000	1F
101.160000	122.840000	1F
109.980000	110.380000	2F
123.640000	128.790000	2F
129.450000	130.070000	1F
132.920000	148.350000	2F
149.250000	151.120000	2F
152.020000	153.810000	1F
153.080000	154.500000	2F
154.620000	155.110000	1F
155.820000	177.370000	2F
180.360000	182.370000	2F
185.050000	187.210000	2F
192.500000	193.980000	2F
195.190000	195.400000	1F
195.910000	197.400000	1F
197.540000	215.410000	2F
200.490000	200.900000	1F
217.040000	219.630000	1F
220.070000	223.530000	3M
222.530000	222.730000	1F
224.690000	229.150000	3M
230.560000	231.090000	3M
231.610000	233.210000	3M
239.090000	242.800000	3M
240.190000	242.290000	2F
242.750000	244.690000	1F
246.180000	250.150000	3M
275.170000	276.790000	3M
278.140000	282.310000	1F
278.290000	278.760000	2F
279.060000	301.290000	3M
279.070000	279.370000	2F
281.210000	283.100000	2F
308.150000	309.870000	4F
312.100000	318.250000	4F
319.190000	324.380000	4F
328.440000	330.290000	4F
